"","miRNA","GeneID","CCR","mRNA.clone.number","cluster.name","X3.UTR","CDS","X5.UTR","EXONIC","INTRONIC","G.1.Fraction","G.1.Freq","T2C.Fraction","T2C.Freq","T2C.and.G.1.Fraction","T2C.and.G.1.Freq","X.T2C.positions"
"9824","hsa-miR-23a","UBR2","slc916_chr6",10,"slc916_chr6",0,1,0,0.86,0.14,0.8,8,0.9,9,0.7,7,1
"9825","hsa-miR-23a","ZNF189","slc986_chr9",7,"slc986_chr9",0,1,0,1,0,1,7,1,7,1,7,1
"9827","hsa-miR-23b","C10orf18","slc111_chr10",8,"slc111_chr10",0,1,0,0.93,0.07,1,8,1,8,1,8,2
"9828","hsa-miR-23b","ZNF451","slc1230_chr6",7,"slc1230_chr6",0.25,0.75,0,0.33,0.67,1,7,1,7,1,7,2
"9829","hsa-miR-23b","PARD6B","slc1239_chr20",139,"slc1239_chr20",1,0,0,0.67,0.33,0.914,127,0.892,124,0.827,115,13
"9830","hsa-miR-23b","C3orf38","slc1422_chr3",8,"slc1422_chr3",1,0,0,1,0,0.625,5,0.75,6,0.5,4,3
"9831","hsa-miR-23b","SPRY1","slc1452_chr4",6,"slc1452_chr4",0,1,0,1,0,0.833,5,1,6,0.833,5,1
"9832","hsa-miR-23b","TBC1D12","slc1462_chr10",5,"slc1462_chr10",1,0,0,1,0,0.4,2,0.4,2,0.4,2,2
"9833","hsa-miR-23b","TBC1D12","slc1463_chr10",11,"slc1463_chr10",1,0,0,1,0,0.909,10,0.909,10,0.909,10,2
"9834","hsa-miR-23b","MDM2","slc1560_chr12",12,"slc1560_chr12",1,0,0,0.82,0.18,0.833,10,0.833,10,0.667,8,7
"9835","hsa-miR-23b","SLC25A30","slc1727_chr13",7,"slc1727_chr13",0,1,0,1,0,1,7,1,7,1,7,1
"9837","hsa-miR-23b","CDH1","slc1746_chr16",67,"slc1746_chr16",1,0,0,1,0,0.925,62,0.985,66,0.925,62,5
"9838","hsa-miR-23b","ARFIP1","slc1757_chr4",13,"slc1757_chr4",1,0,0,1,0,1,13,1,13,1,13,1
"9839","hsa-miR-23b","MED4","slc1784_chr13",5,"slc1784_chr13",1,0,0,0.8,0.2,1,5,1,5,1,5,1
"9840","hsa-miR-23b","RAB7A","slc1848_chr3",7,"slc1848_chr3",0,0.75,0.25,1,0,1,7,0.714,5,0.714,5,1
"9841","hsa-miR-23b","EIF2A","slc2227_chr3",13,"slc2227_chr3",0,0.86,0.14,0.92,0.08,0.846,11,1,13,0.846,11,4
"9842","hsa-miR-23b","BLCAP","slc2305_chr20",27,"slc2305_chr20",1,0,0,0.94,0.06,0.963,26,0.63,17,0.593,16,3
"9843","hsa-miR-23b","CNOT8","slc2326_chr5",9,"slc2326_chr5",0,1,0,1,0,0.889,8,1,9,0.889,8,2
"9844","hsa-miR-23b","SERINC3","slc2421_chr20",27,"slc2421_chr20",1,0,0,0.75,0.25,0.963,26,0.963,26,0.926,25,4
"9845","hsa-miR-23b","RNF10","slc2523_chr12",7,"slc2523_chr12",1,0,0,1,0,1,7,1,7,1,7,4
"9846","hsa-miR-23b","SETD1B","slc2577_chr12",6,"slc2577_chr12",1,0,0,1,0,0.833,5,1,6,0.833,5,2
"9847","hsa-miR-23b","CTR9","slc261_chr11",5,"slc261_chr11",1,0,0,1,0,1,5,1,5,1,5,2
"9848","hsa-miR-23b","TMEM2","slc2742_chr9",10,"slc2742_chr9",0,0.89,0.11,0.92,0.08,1,10,0.9,9,0.9,9,3
"9849","hsa-miR-23b","RPRD2","slc2755_chr1",6,"slc2755_chr1",1,0,0,1,0,0.833,5,0.833,5,0.667,4,3
"9850","hsa-miR-23b","ZNF217","slc2810_chr20",5,"slc2810_chr20",0,1,0,1,0,1,5,1,5,1,5,3
"9851","hsa-miR-23b","CXCL12","slc2888_chr10",58,"slc2888_chr10",1,0,0,0.78,0.22,0.966,56,0.914,53,0.879,51,1
"9852","hsa-miR-23b","GMFB","slc2901_chr14",9,"slc2901_chr14",0.33,0.67,0,1,0,0.889,8,1,9,0.889,8,1
"9853","hsa-miR-23b","ARFGEF1","slc2904_chr8",7,"slc2904_chr8",0,1,0,0.9,0.1,1,7,1,7,1,7,4
"9854","hsa-miR-23b","CNOT6","slc2976_chr5",166,"slc2976_chr5",1,0,0,1,0,0.958,159,0.916,152,0.873,145,6
"9855","hsa-miR-23b","SPTY2D1","slc3216_chr11",24,"slc3216_chr11",1,0,0,0.9,0.1,1,24,0.917,22,0.917,22,1
"9856","hsa-miR-23b","TIPRL","slc3286_chr1",9,"slc3286_chr1",1,0,0,1,0,1,9,1,9,1,9,1
"9857","hsa-miR-23b","C9orf5","slc3317_chr9",13,"slc3317_chr9",1,0,0,1,0,0.308,4,0.692,9,0.154,2,3
"9858","hsa-miR-23b","ZFYVE20","slc3345_chr3",15,"slc3345_chr3",1,0,0,1,0,0.8,12,0.867,13,0.667,10,5
"9859","hsa-miR-23b","ZFYVE20","slc3346_chr3",15,"slc3346_chr3",1,0,0,1,0,0.933,14,1,15,0.933,14,5
"9860","hsa-miR-23b","KIAA1467","slc339_chr12",15,"slc339_chr12",1,0,0,0.83,0.17,1,15,0.933,14,0.933,14,2
"9861","hsa-miR-23b","KDM6A","slc340_chrX",9,"slc340_chrX",1,0,0,1,0,1,9,1,9,1,9,1
"9862","hsa-miR-23b","ELOF1","slc3453_chr19",8,"slc3453_chr19",0,1,0,0.5,0.5,1,8,1,8,1,8,1
"9863","hsa-miR-23b","CNOT1","slc3616_chr16",8,"slc3616_chr16",0,1,0,0.86,0.14,1,8,1,8,1,8,3
"9864","hsa-miR-23b","UBR5","slc3745_chr8",5,"slc3745_chr8",0,1,0,1,0,1,5,1,5,1,5,2
"9865","hsa-miR-23b","ZMYM2","slc38_chr13",6,"slc38_chr13",1,0,0,1,0,0.5,3,1,6,0.5,3,3
"9866","hsa-miR-23b","CCDC71","slc3925_chr3",8,"slc3925_chr3",1,0,0,1,0,1,8,1,8,1,8,1
"9867","hsa-miR-23b","RFFL","slc3926_chr17",5,"slc3926_chr17",1,0,0,1,0,1,5,0.8,4,0.8,4,2
"9868","hsa-miR-23b","RNF138","slc401_chr18",5,"slc401_chr18",1,0,0,1,0,0.8,4,0.6,3,0.4,2,3
"9869","hsa-miR-23b","ATE1","slc4025_chr10",12,"slc4025_chr10",1,0,0,1,0,1,12,1,12,1,12,1
"9870","hsa-miR-23b","B3GNT1","slc4068_chr11",22,"slc4068_chr11",1,0,0,1,0,1,22,1,22,1,22,1
"9871","hsa-miR-23b","TMEM170A","slc4121_chr16",10,"slc4121_chr16",NA,NA,NA,1,0,1,10,0.8,8,0.8,8,2
"9872","hsa-miR-23b","ATP2B4","slc4153_chr1",5,"slc4153_chr1",1,0,0,1,0,1,5,1,5,1,5,1
"9874","hsa-miR-23b","STAT5B","slc4173_chr17",8,"slc4173_chr17",1,0,0,1,0,1,8,1,8,1,8,1
"9876","hsa-miR-23b","NACC2","slc4216_chr9",5,"slc4216_chr9",1,0,0,0.67,0.33,0.6,3,1,5,0.6,3,3
"9877","hsa-miR-23b","THOC7","slc4235_chr3",6,"slc4235_chr3",0,1,0,1,0,0.5,3,0.833,5,0.333,2,3
"9878","hsa-miR-23b","MCFD2","slc4306_chr2",23,"slc4306_chr2",1,0,0,1,0,0.783,18,1,23,0.783,18,2
"9879","hsa-miR-23b","C5orf15","slc4309_chr5",14,"slc4309_chr5",0,0.83,0.17,1,0,0.929,13,1,14,0.929,13,2
"9880","hsa-miR-23b","TOMM70A","slc4529_chr3",10,"slc4529_chr3",0,1,0,1,0,1,10,0.8,8,0.8,8,1
"9881","hsa-miR-23b","TSNAX","slc4703_chr1",10,"slc4703_chr1",1,0,0,0.36,0.64,0.7,7,0.9,9,0.6,6,1
"9882","hsa-miR-23b","QSER1","slc490_chr11",14,"slc490_chr11",1,0,0,0.67,0.33,0.643,9,0.929,13,0.571,8,1
"9883","hsa-miR-23b","APPBP2","slc4923_chr17",8,"slc4923_chr17",1,0,0,1,0,1,8,1,8,1,8,1
"9884","hsa-miR-23b","AKAP11","slc495_chr13",6,"slc495_chr13",1,0,0,1,0,1,6,0.833,5,0.833,5,1
"9885","hsa-miR-23b","STARD7","slc5000_chr2",117,"slc5000_chr2",1,0,0,0.95,0.05,1,117,0.991,116,0.991,116,1
"9886","hsa-miR-23b","KLF3","slc518_chr4",7,"slc518_chr4",1,0,0,1,0,0.571,4,0.857,6,0.571,4,2
"9887","hsa-miR-23b","C16orf72","slc529_chr16",13,"slc529_chr16",1,0,0,1,0,0.769,10,1,13,0.769,10,3
"9888","hsa-miR-23b","WBP2","slc5519_chr17",20,"slc5519_chr17",1,0,0,1,0,0.95,19,1,20,0.95,19,2
"9889","hsa-miR-23b","PSMB2","slc5711_chr1",6,"slc5711_chr1",0,1,0,1,0,1,6,1,6,1,6,2
"9890","hsa-miR-23b","ARL8B","slc61_chr3",25,"slc61_chr3",1,0,0,1,0,0.92,23,0.92,23,0.88,22,3
"9892","hsa-miR-23b","RNASEH2B","slc636_chr13",6,"slc636_chr13",0,1,0,1,0,1,6,1,6,1,6,1
"9893","hsa-miR-23b","ZCCHC2","slc675_chr18",7,"slc675_chr18",1,0,0,0.8,0.2,1,7,0.714,5,0.714,5,2
"9894","hsa-miR-23b","TNPO1","slc715_chr5",52,"slc715_chr5",1,0,0,1,0,0.654,34,0.538,28,0.327,17,8
"9896","hsa-miR-23b","C13orf34","slc765_chr13",6,"slc765_chr13",1,0,0,1,0,1,6,1,6,1,6,1
"9897","hsa-miR-23b","TNRC6A","slc874_chr16",51,"slc874_chr16",1,0,0,0.88,0.12,0.941,48,0.98,50,0.922,47,8
"9898","hsa-miR-23b","ZNF281","slc8795_chr1",59,"slc8795_chr1",1,0,0,1,0,0.424,25,0.814,48,0.407,24,6
"9899","hsa-miR-23b","UBR2","slc916_chr6",10,"slc916_chr6",0,1,0,0.86,0.14,0.8,8,0.9,9,0.7,7,1
"9900","hsa-miR-23b","ZNF189","slc986_chr9",7,"slc986_chr9",0,1,0,1,0,1,7,1,7,1,7,1
"9901","hsa-miR-24","HNRNPA1","slc1071_chr12",11,"slc1071_chr12",1,0,0,1,0,1,11,1,11,1,11,1
"9902","hsa-miR-24","MIDN","slc112_chr19",53,"slc112_chr19",1,0,0,1,0,0.981,52,0.906,48,0.887,47,7
"9903","hsa-miR-24","UGCG","slc1192_chr9",14,"slc1192_chr9",NA,NA,NA,1,0,0.143,2,0.857,12,0.143,2,7
"9904","hsa-miR-24","SCML1","slc126_chrX",17,"slc126_chrX",1,0,0,1,0,0.824,14,1,17,0.824,14,9
"9905","hsa-miR-24","LMTK2","slc1370_chr7",19,"slc1370_chr7",1,0,0,1,0,0.947,18,0.947,18,0.895,17,2
"9906","hsa-miR-24","MBTPS2","slc147_chrX",5,"slc147_chrX",1,0,0,1,0,1,5,1,5,1,5,1
"9907","hsa-miR-24","BCL2L11","slc1638_chr2",28,"slc1638_chr2",1,0,0,1,0,0.929,26,0.857,24,0.821,23,7
"9908","hsa-miR-24","SLC20A1","slc1692_chr2",6,"slc1692_chr2",0,0,1,0.8,0.2,1,6,0.333,2,0.333,2,1
"9909","hsa-miR-24","FHDC1","slc1760_chr4",12,"slc1760_chr4",1,0,0,1,0,0.917,11,0.917,11,0.833,10,3
"9910","hsa-miR-24","RPS6KB1","slc1879_chr17",39,"slc1879_chr17",1,0,0,1,0,0.769,30,0.897,35,0.667,26,6
"9912","hsa-miR-24","GPR172A","slc2084_chr8",6,"slc2084_chr8",0,1,0,1,0,1,6,0.833,5,0.833,5,2
"9913","hsa-miR-24","ARPP19","slc2223_chr15",7,"slc2223_chr15",1,0,0,1,0,0.714,5,0.714,5,0.571,4,5
"9914","hsa-miR-24","NCOA5","slc2472_chr20",37,"slc2472_chr20",1,0,0,0.71,0.29,1,37,1,37,1,37,4
"9915","hsa-miR-24","ZNF264","slc2522_chr19",6,"slc2522_chr19",1,0,0,1,0,0.833,5,0.833,5,0.667,4,1
"9916","hsa-miR-24","GBA2","slc2599_chr9",6,"slc2599_chr9",1,0,0,1,0,0.667,4,0.667,4,0.5,3,2
"9917","hsa-miR-24","NSD1","slc2690_chr5",22,"slc2690_chr5",0,1,0,0.55,0.45,0.818,18,1,22,0.818,18,6
"9918","hsa-miR-24","ZNF217","slc2790_chr20",17,"slc2790_chr20",1,0,0,1,0,1,17,0.824,14,0.824,14,8
"9919","hsa-miR-24","GPR172B","slc3153_chr17",6,"slc3153_chr17",0.04,0.96,0,0.92,0.08,0.667,4,1,6,0.667,4,2
"9920","hsa-miR-24","DNAJB12","slc3202_chr10",7,"slc3202_chr10",1,0,0,1,0,1,7,1,7,1,7,1
"9921","hsa-miR-24","B3GALT5","slc342_chr21",8,"slc342_chr21",1,0,0,1,0,1,8,0.875,7,0.875,7,2
"9922","hsa-miR-24","TOP2B","slc3470_chr3",5,"slc3470_chr3",0,1,0,1,0,1,5,0.2,1,0.2,1,1
"9923","hsa-miR-24","SLC25A40","slc3791_chr7",5,"slc3791_chr7",0,1,0,1,0,1,5,1,5,1,5,3
"9924","hsa-miR-24","RNF2","slc3847_chr1",6,"slc3847_chr1",1,0,0,1,0,0.833,5,1,6,0.833,5,3
"9925","hsa-miR-24","WASF1","slc4110_chr6",11,"slc4110_chr6",0,1,0,1,0,1,11,0.727,8,0.727,8,2
"9926","hsa-miR-24","CEP120","slc4119_chr5",19,"slc4119_chr5",1,0,0,1,0,0.895,17,1,19,0.895,17,3
"9927","hsa-miR-24","MAGI1","slc4298_chr3",5,"slc4298_chr3",1,0,0,1,0,0.8,4,0.8,4,0.6,3,1
"9928","hsa-miR-24","PDXK","slc430_chr21",6,"slc430_chr21",0.5,0,0.5,1,0,0.833,5,1,6,0.833,5,1
"9929","hsa-miR-24","KIAA2018","slc4618_chr3",8,"slc4618_chr3",1,0,0,1,0,0.875,7,1,8,0.875,7,2
"9930","hsa-miR-24","ZNF697","slc7247_chr1",8,"slc7247_chr1",1,0,0,1,0,0.75,6,1,8,0.75,6,2
"9931","hsa-miR-24","NOTCH2","slc7267_chr1",9,"slc7267_chr1",0,1,0,0.83,0.17,1,9,0.667,6,0.667,6,3
"9932","hsa-miR-24","POGZ","slc7582_chr1",5,"slc7582_chr1",1,0,0,0.8,0.2,1,5,0.6,3,0.6,3,1
"9934","hsa-miR-24","LRP10","slc84_chr14",5,"slc84_chr14",0.82,0.18,0,0.94,0.06,1,5,0.2,1,0.2,1,1
"9935","hsa-miR-24","STX6","slc8550_chr1",5,"slc8550_chr1",1,0,0,0.67,0.33,0.2,1,1,5,0.2,1,3
"9936","hsa-miR-24","EIF2C4","slc970_chr1",5,"slc970_chr1",1,0,0,1,0,1,5,1,5,1,5,2
"9937","hsa-miR-24","CCDC104","slc97_chrM",55,"slc97_chrM",0.24,0.76,0,0.94,0.06,0.836,46,0.309,17,0.236,13,6
"9938","hsa-miR-25","DDIT4","slc1042_chr10",12,"slc1042_chr10",1,0,0,1,0,0.75,9,0.417,5,0.25,3,4
"9940","hsa-miR-25","ZNF24","slc1144_chr18",10,"slc1144_chr18",1,0,0,0.11,0.89,0.9,9,0.6,6,0.5,5,3
"9941","hsa-miR-25","APPL1","slc1147_chr3",7,"slc1147_chr3",1,0,0,1,0,1,7,1,7,1,7,1
"9942","hsa-miR-25","KIAA1632","slc1219_chr18",5,"slc1219_chr18",1,0,0,1,0,0.6,3,1,5,0.6,3,1
"9943","hsa-miR-25","TET2","slc1223_chr4",20,"slc1223_chr4",0,1,0,1,0,0.7,14,1,20,0.7,14,2
"9944","hsa-miR-25","PITPNB","slc1230_chr22",5,"slc1230_chr22",1,0,0,1,0,1,5,1,5,1,5,1
"9945","hsa-miR-25","TET2","slc1230_chr4",6,"slc1230_chr4",1,0,0,1,0,1,6,0.833,5,0.833,5,2
"9946","hsa-miR-25","KIAA1109","slc1440_chr4",121,"slc1440_chr4",1,0,0,1,0,0.752,91,0.942,114,0.711,86,6
"9947","hsa-miR-25","ARRDC4","slc1478_chr15",5,"slc1478_chr15",1,0,0,1,0,1,5,1,5,1,5,3
"9948","hsa-miR-25","MDM2","slc1491_chr12",29,"slc1491_chr12",0,1,0,1,0,0.897,26,0.759,22,0.69,20,5
"9949","hsa-miR-25","UBE2Z","slc1515_chr17",12,"slc1515_chr17",1,0,0,1,0,0.833,10,0.75,9,0.583,7,6
"9950","hsa-miR-25","SPINT2","slc1546_chr19",12,"slc1546_chr19",0,1,0,1,0,1,12,0.333,4,0.333,4,3
"9951","hsa-miR-25","C13orf23","slc1576_chr13",64,"slc1576_chr13",0,0,1,1,0,1,64,0.938,60,0.938,60,4
"9952","hsa-miR-25","BCL2L11","slc1641_chr2",34,"slc1641_chr2",1,0,0,1,0,0.971,33,1,34,0.971,33,3
"9956","hsa-miR-25","GOLGA8A","slc1782_chr15",23,"slc1782_chr15",1,0,0,1,0,0.957,22,0.957,22,0.913,21,4
"9957","hsa-miR-25","CIC","slc1823_chr19",18,"slc1823_chr19",1,0,0,1,0,0.833,15,0.833,15,0.722,13,5
"9958","hsa-miR-25","EFR3A","slc1875_chr8",25,"slc1875_chr8",1,0,0,1,0,0.8,20,0.96,24,0.76,19,2
"9959","hsa-miR-25","DUSP5","slc1883_chr10",19,"slc1883_chr10",1,0,0,1,0,1,19,0.421,8,0.421,8,4
"9960","hsa-miR-25","PLEKHB2","slc1895_chr2",110,"slc1895_chr2",1,0,0,0.8,0.2,0.991,109,0.918,101,0.909,100,4
"9961","hsa-miR-25","LRRC68","slc1932_chr19",13,"slc1932_chr19",1,0,0,1,0,0.846,11,0.846,11,0.692,9,6
"9962","hsa-miR-25","DNAJB9","slc1935_chr7",446,"slc1935_chr7",1,0,0,1,0,0.857,382,0.91,406,0.787,351,12
"9963","hsa-miR-25","VEZT","slc1936_chr12",8,"slc1936_chr12",0,1,0,0.86,0.14,0.75,6,0.75,6,0.625,5,3
"9964","hsa-miR-25","ZFYVE21","slc1978_chr14",6,"slc1978_chr14",1,0,0,0.91,0.09,1,6,0.667,4,0.667,4,2
"9965","hsa-miR-25","UBXN4","slc2007_chr2",28,"slc2007_chr2",1,0,0,1,0,0.964,27,1,28,0.964,27,2
"9966","hsa-miR-25","C20orf112","slc2068_chr20",10,"slc2068_chr20",1,0,0,1,0,1,10,0.9,9,0.9,9,1
"9967","hsa-miR-25","COPS2","slc2075_chr15",7,"slc2075_chr15",1,0,0,1,0,0.857,6,0.714,5,0.714,5,3
"9968","hsa-miR-25","GAN","slc2113_chr16",15,"slc2113_chr16",1,0,0,1,0,0.733,11,0.933,14,0.667,10,3
"9969","hsa-miR-25","PLEKHA1","slc2136_chr10",144,"slc2136_chr10",1,0,0,1,0,0.597,86,0.938,135,0.556,80,7
"9970","hsa-miR-25","KIAA1370","slc2255_chr15",40,"slc2255_chr15",1,0,0,1,0,0.925,37,0.95,38,0.875,35,5
"9971","hsa-miR-25","FBXL5","slc2360_chr4",5,"slc2360_chr4",0,1,0,1,0,1,5,1,5,1,5,1
"9972","hsa-miR-25","VANGL1","slc2387_chr1",380,"slc2387_chr1",0,1,0,1,0,0.942,358,0.966,367,0.908,345,2
"9974","hsa-miR-25","QKI","slc2500_chr6",7,"slc2500_chr6",0.05,0.95,0,1,0,0.286,2,0.429,3,0.286,2,1
"9975","hsa-miR-25","TNRC6C","slc2514_chr17",121,"slc2514_chr17",0,1,0,1,0,0.917,111,0.983,119,0.901,109,2
"9976","hsa-miR-25","ZNF805","slc2538_chr19",5,"slc2538_chr19",1,0,0,1,0,0.8,4,1,5,0.8,4,2
"9977","hsa-miR-25","FOXA1","slc2562_chr14",13,"slc2562_chr14",0,1,0,1,0,1,13,0.538,7,0.538,7,4
"9978","hsa-miR-25","SSFA2","slc2585_chr2",32,"slc2585_chr2",1,0,0,1,0,0.969,31,0.969,31,0.969,31,1
"9979","hsa-miR-25","SC5DL","slc2587_chr11",5,"slc2587_chr11",1,0,0,1,0,1,5,0.8,4,0.8,4,3
"9980","hsa-miR-25","MYLIP","slc266_chr6",9,"slc266_chr6",1,0,0,1,0,0.667,6,1,9,0.667,6,4
"9981","hsa-miR-25","PCMTD1","slc2674_chr8",7,"slc2674_chr8",1,0,0,1,0,0.571,4,0.714,5,0.429,3,3
"9982","hsa-miR-25","MPP7","slc2687_chr10",5,"slc2687_chr10",1,0,0,1,0,1,5,1,5,1,5,2
"9983","hsa-miR-25","CNIH","slc2879_chr14",11,"slc2879_chr14",1,0,0,1,0,0.909,10,0.727,8,0.727,8,4
"9984","hsa-miR-25","REXO1","slc2939_chr19",17,"slc2939_chr19",0.83,0.17,0,0.88,0.12,0.588,10,0.824,14,0.412,7,4
"9985","hsa-miR-25","BTBD2","slc2952_chr19",11,"slc2952_chr19",1,0,0,0.93,0.07,0.909,10,1,11,0.909,10,2
"9986","hsa-miR-25","WDFY3","slc3098_chr4",7,"slc3098_chr4",0,1,0,1,0,0.857,6,0.857,6,0.714,5,4
"9987","hsa-miR-25","FAR1","slc312_chr11",5,"slc312_chr11",1,0,0,1,0,1,5,1,5,1,5,1
"9988","hsa-miR-25","ERGIC2","slc3151_chr12",5,"slc3151_chr12",1,0,0,1,0,0.2,1,1,5,0.2,1,2
"9989","hsa-miR-25","DNAJB12","slc3202_chr10",7,"slc3202_chr10",1,0,0,1,0,1,7,1,7,1,7,1
"9991","hsa-miR-25","ANKRA2","slc3576_chr5",6,"slc3576_chr5",1,0,0,1,0,0.833,5,1,6,0.833,5,4
"9992","hsa-miR-25","SOX4","slc371_chr6",245,"slc371_chr6",1,0,0,1,0,0.988,242,0.478,117,0.473,116,5
"9993","hsa-miR-25","SLC25A32","slc3822_chr8",69,"slc3822_chr8",1,0,0,1,0,0.971,67,0.899,62,0.87,60,3
"9994","hsa-miR-25","ANO8","slc3833_chr19",5,"slc3833_chr19",1,0,0,0.8,0.2,0.8,4,1,5,0.8,4,2
"9995","hsa-miR-25","DICER1","slc3886_chr14",9,"slc3886_chr14",1,0,0,1,0,0.667,6,0.889,8,0.556,5,5
"9997","hsa-miR-25","USP45","slc3915_chr6",10,"slc3915_chr6",1,0,0,1,0,1,10,1,10,1,10,2
"9998","hsa-miR-25","BCL11B","slc4008_chr14",105,"slc4008_chr14",1,0,0,1,0,0.914,96,0.876,92,0.8,84,9
"9999","hsa-miR-25","BTG2","slc4118_chr1",17,"slc4118_chr1",1,0,0,0.8,0.2,0.882,15,0.882,15,0.765,13,6
"10000","hsa-miR-25","ZHX1","slc4150_chr8",14,"slc4150_chr8",1,0,0,0.71,0.29,1,14,0.929,13,0.929,13,1
"10001","hsa-miR-25","FNIP1","slc4206_chr5",19,"slc4206_chr5",1,0,0,0.88,0.12,0.895,17,0.947,18,0.895,17,2
"10002","hsa-miR-25","RHPN2","slc4209_chr19",19,"slc4209_chr19",1,0,0,1,0,0.526,10,0.842,16,0.474,9,5
"10003","hsa-miR-25","FAM49B","slc4294_chr8",73,"slc4294_chr8",0.12,0.88,0,1,0,0.822,60,0.904,66,0.767,56,6
"10004","hsa-miR-25","TMF1","slc4334_chr3",6,"slc4334_chr3",1,0,0,1,0,1,6,0.833,5,0.833,5,2
"10005","hsa-miR-25","ZNF780A","slc4420_chr19",10,"slc4420_chr19",0,1,0,0.71,0.29,0.8,8,1,10,0.8,8,3
"10006","hsa-miR-25","PAWR","slc4429_chr12",14,"slc4429_chr12",1,0,0,1,0,0.786,11,0.571,8,0.429,6,3
"10007","hsa-miR-25","WASL","slc4440_chr7",68,"slc4440_chr7",1,0,0,1,0,0.691,47,0.824,56,0.618,42,6
"10008","hsa-miR-25","MAP2K4","slc456_chr17",7,"slc456_chr17",1,0,0,1,0,1,7,1,7,1,7,1
"10009","hsa-miR-25","TOB1","slc4583_chr17",183,"slc4583_chr17",1,0,0,1,0,0.891,163,0.945,173,0.847,155,8
"10010","hsa-miR-25","FBXO30","slc4591_chr6",5,"slc4591_chr6",0,1,0,1,0,1,5,1,5,1,5,2
"10011","hsa-miR-25","USP28","slc4889_chr11",8,"slc4889_chr11",1,0,0,1,0,1,8,1,8,1,8,1
"10012","hsa-miR-25","ABCF2","slc4942_chr7",54,"slc4942_chr7",0.75,0.25,0,0.8,0.2,1,54,0.87,47,0.87,47,3
"10013","hsa-miR-25","YWHAH","slc503_chr22",153,"slc503_chr22",1,0,0,1,0,0.961,147,0.961,147,0.922,141,7
"10014","hsa-miR-25","SEMA4C","slc5084_chr2",15,"slc5084_chr2",0,0,1,0.09,0.91,0.933,14,0.8,12,0.8,12,1
"10015","hsa-miR-25","COG3","slc544_chr13",11,"slc544_chr13",0.75,0,0.25,0.7,0.3,1,11,0.909,10,0.909,10,1
"10016","hsa-miR-25","GOLGA3","slc5508_chr12",23,"slc5508_chr12",1,0,0,1,0,0.565,13,0.87,20,0.478,11,2
"10017","hsa-miR-25","GPBP1L1","slc5999_chr1",17,"slc5999_chr1",1,0,0,1,0,0.941,16,0.647,11,0.647,11,1
"10019","hsa-miR-25","UHRF1BP1","slc651_chr6",6,"slc651_chr6",1,0,0,0.5,0.5,0.833,5,0.667,4,0.667,4,1
"10020","hsa-miR-25","PER2","slc6881_chr2",5,"slc6881_chr2",1,0,0,1,0,1,5,1,5,1,5,2
"10021","hsa-miR-25","RSBN1","slc6922_chr1",17,"slc6922_chr1",1,0,0,1,0,0.824,14,0.941,16,0.765,13,3
"10022","hsa-miR-25","CEP135","slc734_chr4",21,"slc734_chr4",1,0,0,1,0,1,21,0.952,20,0.952,20,3
"10023","hsa-miR-25","SYNJ1","slc767_chr21",53,"slc767_chr21",1,0,0,1,0,1,53,0.981,52,0.981,52,3
"10024","hsa-miR-25","DENND4B","slc7693_chr1",8,"slc7693_chr1",1,0,0,0.83,0.17,1,8,0.375,3,0.375,3,2
"10025","hsa-miR-25","SGK3","slc802_chr8",7,"slc802_chr8",1,0,0,1,0,0.857,6,1,7,0.857,6,3
"10026","hsa-miR-25","FOXN2","slc814_chr2",40,"slc814_chr2",1,0,0,1,0,0.675,27,0.925,37,0.65,26,3
"10027","hsa-miR-25","JMY","slc861_chr5",7,"slc861_chr5",1,0,0,1,0,1,7,1,7,1,7,3
"10030","hsa-miR-25","SLC12A5","slc956_chr20",16,"slc956_chr20",1,0,0,1,0,0.812,13,0.688,11,0.562,9,8
"10031","hsa-miR-26a","OTUD6B","slc1026_chr8",7,"slc1026_chr8",1,0,0,1,0,1,7,1,7,1,7,2
"10032","hsa-miR-26a","ZNF462","slc1085_chr9",17,"slc1085_chr9",1,0,0,0.88,0.12,0.882,15,0.706,12,0.647,11,1
"10033","hsa-miR-26a","C10orf57","slc1193_chr10",5,"slc1193_chr10",1,0,0,1,0,0.8,4,1,5,0.8,4,2
"10034","hsa-miR-26a","TET3","slc1193_chr2",8,"slc1193_chr2",1,0,0,1,0,1,8,0.75,6,0.75,6,5
"10035","hsa-miR-26a","FAM98B","slc125_chr15",6,"slc125_chr15",1,0,0,1,0,1,6,0.5,3,0.5,3,2
"10036","hsa-miR-26a","MAT2A","slc1310_chr2",139,"slc1310_chr2",1,0,0,1,0,0.986,137,0.849,118,0.835,116,4
"10037","hsa-miR-26a","RNF6","slc1312_chr13",55,"slc1312_chr13",1,0,0,0.9,0.1,0.982,54,0.982,54,0.964,53,4
"10038","hsa-miR-26a","ZNF410","slc1365_chr14",33,"slc1365_chr14",1,0,0,1,0,0.909,30,0.97,32,0.879,29,2
"10039","hsa-miR-26a","CEP97","slc1512_chr3",5,"slc1512_chr3",1,0,0,1,0,1,5,0.8,4,0.8,4,2
"10040","hsa-miR-26a","MDM2","slc1526_chr12",343,"slc1526_chr12",1,0,0,1,0,0.93,319,0.91,312,0.851,292,9
"10041","hsa-miR-26a","KLHL15","slc1601_chrX",16,"slc1601_chrX",1,0,0,1,0,0.812,13,0.875,14,0.688,11,3
