#Raw,mRNA clone number,cluster name,3'UTR,CDS,5'UTR,EXONIC,INTRONIC,G-1 Fraction,G-1 Freq,T2C Fraction,T2C Freq,T2C and G-1 Fraction,T2C and G-1 Freq,#T2C positions
3500,6,slc4391_chr5,1,0,0,1,0,0.833,5,1,6,0.833,5,4
3501,6,slc4334_chr3,1,0,0,1,0,1,6,0.833,5,0.833,5,2
3502,6,slc4332_chr5,0,1,0,1,0,1,6,1,6,1,6,3
3503,6,slc4327_chr5,1,0,0,1,0,1,6,1,6,1,6,4
3504,6,slc430_chr4,0.17,0.83,0,1,0,0.833,5,1,6,0.833,5,2
3505,6,slc430_chr21,0.5,0,0.5,1,0,0.833,5,1,6,0.833,5,1
3506,6,slc4301_chr2,1,0,0,1,0,1,6,1,6,1,6,4
3507,6,slc4295_chr6,NULL,NULL,NULL,1,0,1,6,1,6,1,6,3
3508,6,slc4293_chr8,1,0,0,1,0,1,6,0.833,5,0.833,5,3
3509,6,slc4283_chr5,1,0,0,0.8,0.2,1,6,1,6,1,6,2
3510,6,slc4281_chr3,1,0,0,1,0,1,6,1,6,1,6,1
3511,6,slc4279_chr17,1,0,0,1,0,1,6,0.833,5,0.833,5,3
3512,6,slc4275_chr9,0,1,0,1,0,1,6,0.833,5,0.833,5,3
3513,6,slc4265_chr3,0,1,0,1,0,1,6,0.667,4,0.667,4,3
3514,6,slc42_chr13,NULL,NULL,NULL,1,0,0.833,5,0.833,5,0.667,4,3
3515,6,slc4254_chr11,0,0,1,0.9,0.1,1,6,1,6,1,6,1
3516,6,slc4253_chr11,0,1,0,0.91,0.09,1,6,1,6,1,6,1
3517,6,slc4242_chr12,0,1,0,0.92,0.08,1,6,0.667,4,0.667,4,4
3518,6,slc4235_chr3,0,1,0,1,0,0.5,3,0.833,5,0.333,2,3
3519,6,slc4234_chr8,1,0,0,1,0,0.667,4,1,6,0.667,4,1
3520,6,slc4186_chr17,1,0,0,1,0,1,6,0.833,5,0.833,5,2
3521,6,slc4184_chr9,1,0,0,1,0,0.833,5,1,6,0.833,5,2
3522,6,slc4169_chr8,0,0,1,0.71,0.29,1,6,0.833,5,0.833,5,4
3523,6,slc415_chr12,1,0,0,1,0,1,6,1,6,1,6,1
3524,6,slc414_chr17,1,0,0,1,0,1,6,0.833,5,0.833,5,1
3525,6,slc4134_chr10,NULL,NULL,NULL,0.14,0.86,0,0,0.167,1,0,0,1
3526,6,slc4124_chr17,NULL,NULL,NULL,1,0,1,6,0.833,5,0.833,5,3
3527,6,slc4105_chr3,1,0,0,1,0,0.833,5,0.667,4,0.667,4,3
3528,6,slc4093_chr19,1,0,0,1,0,0.833,5,1,6,0.833,5,4
3529,6,slc4083_chr17,0,1,0,0.89,0.11,1,6,0.5,3,0.5,3,1
3530,6,slc4083_chr12,1,0,0,1,0,0.5,3,0.833,5,0.333,2,3
3531,6,slc4071_chr5,1,0,0,0.43,0.57,0.5,3,1,6,0.5,3,2
3532,6,slc4064_chr3,1,0,0,1,0,0.667,4,1,6,0.667,4,3
3533,6,slc4057_chr5,1,0,0,1,0,0.5,3,1,6,0.5,3,3
3534,6,slc4055_chr5,1,0,0,1,0,1,6,0.667,4,0.667,4,1
3535,6,slc4040_chr11,1,0,0,1,0,0.5,3,1,6,0.5,3,1
3536,6,slc4018_chr12,1,0,0,1,0,0.833,5,0.833,5,0.667,4,3
3537,6,slc4006_chr14,1,0,0,1,0,1,6,1,6,1,6,2
3538,6,slc3965_chr5,1,0,0,1,0,1,6,1,6,1,6,4
3539,6,slc3963_chr6,0,1,0,1,0,0.833,5,0.833,5,0.667,4,3
3540,6,slc3959_chr16,1,0,0,1,0,1,6,0.833,5,0.833,5,1
3541,6,slc395_chr10,1,0,0,1,0,0.5,3,0.833,5,0.333,2,2
3542,6,slc3947_chr11,1,0,0,0.89,0.11,1,6,0.333,2,0.333,2,2
3543,6,slc3908_chr8,NULL,NULL,NULL,0,1,0.667,4,1,6,0.667,4,2
3544,6,slc3900_chr14,1,0,0,1,0,1,6,1,6,1,6,1
3545,6,slc3895_chr5,0,1,0,1,0,1,6,1,6,1,6,1
3546,6,slc3892_chr12,1,0,0,1,0,0.667,4,0.833,5,0.5,3,5
3547,6,slc3891_chr16,1,0,0,0.78,0.22,1,6,0.5,3,0.5,3,3
3548,6,slc3884_chr16,1,0,0,0.71,0.29,1,6,1,6,1,6,1
3549,6,slc387_chr10,0.17,0.83,0,1,0,1,6,1,6,1,6,2
3550,6,slc3866_chr10,1,0,0,1,0,0.5,3,1,6,0.5,3,2
3551,6,slc3865_chr9,0.8,0,0.2,1,0,1,6,0.667,4,0.667,4,3
3552,6,slc3861_chr10,1,0,0,1,0,0.833,5,1,6,0.833,5,4
3553,6,slc38_chr13,1,0,0,1,0,0.5,3,1,6,0.5,3,3
3554,6,slc3847_chr1,1,0,0,1,0,0.833,5,1,6,0.833,5,3
3555,6,slc3840_chr4,0,1,0,1,0,0.833,5,0.833,5,0.667,4,1
3556,6,slc3826_chr8,0,1,0,1,0,1,6,0.833,5,0.833,5,1
3557,6,slc3803_chr19,1,0,0,0.71,0.29,0.833,5,0.833,5,0.833,5,3
3558,6,slc3798_chr1,0,1,0,1,0,0.833,5,0.667,4,0.667,4,3
3559,6,slc379_chrX,0.09,0.91,0,0.93,0.07,0.5,3,0.667,4,0.333,2,3
3560,6,slc3794_chr3,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
3561,6,slc3793_chr1,0,0,1,0.08,0.92,1,6,1,6,1,6,2
3562,6,slc3787_chr9,0,1,0,1,0,0.5,3,1,6,0.5,3,4
3563,6,slc3784_chr10,0,1,0,1,0,1,6,0.833,5,0.833,5,3
3564,6,slc3760_chr17,1,0,0,1,0,1,6,0.833,5,0.833,5,3
3565,6,slc37_chr13,1,0,0,1,0,1,6,1,6,1,6,1
3566,6,slc3758_chr1,0,1,0,1,0,1,6,0.333,2,0.333,2,2
3567,6,slc3743_chr16,1,0,0,1,0,1,6,1,6,1,6,2
3568,6,slc3723_chr14,0,1,0,1,0,1,6,1,6,1,6,3
3569,6,slc3709_chr11,1,0,0,1,0,1,6,1,6,1,6,3
3570,6,slc370_chrX,0,1,0,1,0,1,6,0.167,1,0.167,1,1
3571,6,slc369_chr6,1,0,0,1,0,1,6,0.833,5,0.833,5,4
3572,6,slc3680_chr6,1,0,0,1,0,0.833,5,1,6,0.833,5,2
3573,6,slc3678_chr5,NULL,NULL,NULL,0,1,0.667,4,0.5,3,0.167,1,1
3574,6,slc3669_chr7,1,0,0,1,0,0.667,4,0.833,5,0.667,4,1
3575,6,slc366_chr5,1,0,0,1,0,0.833,5,0.333,2,0.167,1,2
3576,6,slc3663_chr9,1,0,0,1,0,0.667,4,0.833,5,0.5,3,3
3577,6,slc36_chrM,NULL,NULL,NULL,0.67,0.33,0.5,3,0.5,3,0.5,3,3
3578,6,slc3657_chr12,0,1,0,1,0,0.833,5,0,0,0,0,0
3579,6,slc3652_chr11,1,0,0,1,0,0.833,5,0.5,3,0.333,2,2
3580,6,slc3646_chr17,1,0,0,1,0,0.833,5,0.5,3,0.333,2,2
3581,6,slc364_chr6,1,0,0,1,0,0.5,3,0.833,5,0.5,3,1
3582,6,slc364_chr17,0,0.86,0.14,0.82,0.18,0.833,5,1,6,0.833,5,1
3583,6,slc3638_chr1,NULL,NULL,NULL,1,0,1,6,1,6,1,6,1
3584,6,slc3631_chr17,0.17,0.83,0,1,0,0.833,5,1,6,0.833,5,2
3585,6,slc3628_chr8,0,1,0,0.91,0.09,1,6,0.333,2,0.333,2,1
3586,6,slc3628_chr17,0.17,0.83,0,1,0,0.5,3,1,6,0.5,3,4
3587,6,slc3628_chr12,0,1,0,1,0,1,6,1,6,1,6,1
3588,6,slc3609_chr19,0.67,0.33,0,1,0,1,6,0.667,4,0.667,4,2
3589,6,slc3597_chr9,1,0,0,1,0,1,6,0.833,5,0.833,5,3
3590,6,slc3595_chr9,1,0,0,1,0,1,6,0.667,4,0.667,4,4
3591,6,slc358_chr4,1,0,0,0.91,0.09,0.667,4,0.667,4,0.5,3,3
3592,6,slc3576_chr5,1,0,0,1,0,0.833,5,1,6,0.833,5,4
3593,6,slc3561_chr10,0,1,0,0.93,0.07,1,6,1,6,1,6,1
3594,6,slc3548_chr10,0,1,0,1,0,1,6,1,6,1,6,4
3595,6,slc3543_chr10,1,0,0,1,0,1,6,1,6,1,6,4
3596,6,slc3538_chr9,1,0,0,1,0,1,6,1,6,1,6,2
3597,6,slc350_chr8,1,0,0,1,0,1,6,1,6,1,6,1
3598,6,slc3503_chr17,0,1,0,1,0,0.833,5,0.333,2,0.333,2,1
3599,6,slc348_chr19,1,0,0,1,0,0.833,5,1,6,0.833,5,2
3600,6,slc3480_chr8,1,0,0,0.83,0.17,1,6,1,6,1,6,3
3601,6,slc3469_chr1,1,0,0,1,0,0.667,4,0.5,3,0.5,3,3
3602,6,slc34_chrM,NULL,NULL,NULL,0.67,0.33,0.667,4,0,0,0,0,0
3603,6,slc3457_chr5,0,1,0,NULL,NULL,1,6,0,0,0,0,0
3604,6,slc3428_chr4,1,0,0,1,0,1,6,1,6,1,6,3
3605,6,slc3426_chr8,0,1,0,1,0,1,6,0.833,5,0.833,5,1
3606,6,slc3423_chr8,0.36,0.64,0,1,0,0.833,5,1,6,0.833,5,3
3607,6,slc3410_chr10,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
3608,6,slc3406_chr3,1,0,0,1,0,0.5,3,0.667,4,0.333,2,3
3609,6,slc3397_chr1,0,1,0,1,0,1,6,0.333,2,0.333,2,2
3610,6,slc337_chr10,NULL,NULL,NULL,1,0,0.833,5,0.5,3,0.333,2,2
3611,6,slc3370_chr12,1,0,0,0.91,0.09,0.833,5,0.833,5,0.667,4,1
3612,6,slc33_chr19,NULL,NULL,NULL,0,1,0.5,3,0.333,2,0.333,2,2
3613,6,slc3356_chr8,0,1,0,1,0,1,6,0.667,4,0.667,4,3
3614,6,slc3356_chr6,1,0,0,1,0,1,6,1,6,1,6,1
3615,6,slc3354_chr6,1,0,0,1,0,0.667,4,0.833,5,0.667,4,3
3616,6,slc3354_chr1,1,0,0,1,0,1,6,1,6,1,6,1
3617,6,slc3353_chr6,1,0,0,1,0,1,6,1,6,1,6,1
3618,6,slc333_chr19,1,0,0,0.75,0.25,0.833,5,1,6,0.833,5,1
3619,6,slc3332_chr2,1,0,0,0.94,0.06,0.5,3,0.667,4,0.167,1,1
3620,6,slc3320_chr9,1,0,0,1,0,1,6,1,6,1,6,3
3621,6,slc3315_chr12,1,0,0,1,0,1,6,0.667,4,0.667,4,3
3622,6,slc3283_chr10,1,0,0,1,0,1,6,1,6,1,6,2
3623,6,slc3273_chr14,1,0,0,0.5,0.5,1,6,1,6,1,6,1
3624,6,slc3268_chr12,1,0,0,1,0,1,6,1,6,1,6,4
3625,6,slc325_chr20,0.12,0.88,0,1,0,0.667,4,0.833,5,0.5,3,2
3626,6,slc3250_chr19,NULL,NULL,NULL,0.5,0.5,0.667,4,0,0,0,0,0
3627,6,slc3247_chr11,1,0,0,1,0,0.667,4,0.833,5,0.5,3,3
3628,6,slc3242_chr4,1,0,0,1,0,1,6,1,6,1,6,1
3629,6,slc3238_chr4,NULL,NULL,NULL,1,0,0.833,5,0.5,3,0.333,2,3
3630,6,slc3218_chr5,0,1,0,1,0,1,6,0.833,5,0.833,5,3
3631,6,slc3215_chr14,1,0,0,0.75,0.25,1,6,1,6,1,6,2
3632,6,slc320_chr12,0,1,0,1,0,1,6,1,6,1,6,1
3633,6,slc3202_chr1,0,1,0,1,0,1,6,0.667,4,0.667,4,2
3634,6,slc3198_chr14,1,0,0,1,0,0.833,5,1,6,0.833,5,3
3635,6,slc3153_chr17,0.04,0.96,0,0.92,0.08,0.667,4,1,6,0.667,4,2
3636,6,slc312_chrX,1,0,0,0.75,0.25,1,6,1,6,1,6,1
3637,6,slc3123_chr8,1,0,0,1,0,1,6,1,6,1,6,4
3638,6,slc3117_chr1,0,1,0,1,0,1,6,1,6,1,6,2
3639,6,slc311_chr10,1,0,0,1,0,1,6,0.5,3,0.5,3,1
3640,6,slc3114_chr17,1,0,0,0.8,0.2,0.833,5,1,6,0.833,5,1
3641,6,slc3107_chr16,0,1,0,1,0,0.833,5,0.333,2,0.167,1,2
3642,6,slc3105_chr16,0,1,0,1,0,1,6,1,6,1,6,4
3643,6,slc3097_chr8,1,0,0,1,0,1,6,1,6,1,6,1
3644,6,slc3086_chr3,1,0,0,1,0,1,6,1,6,1,6,3
3645,6,slc3086_chr19,0,1,0,0.83,0.17,1,6,0.667,4,0.667,4,1
3646,6,slc3080_chr19,0,1,0,0.81,0.19,1,6,0,0,0,0,0
3647,6,slc3069_chr9,1,0,0,1,0,0.833,5,1,6,0.833,5,4
3648,6,slc3048_chr9,0,1,0,1,0,1,6,0.833,5,0.833,5,1
3649,6,slc3037_chr9,1,0,0,1,0,1,6,0.833,5,0.833,5,4
3650,6,slc3033_chr10,1,0,0,1,0,0.5,3,1,6,0.5,3,2
3651,6,slc3031_chr3,1,0,0,0.8,0.2,1,6,0.833,5,0.833,5,2
3652,6,slc3031_chr14,1,0,0,1,0,0.833,5,1,6,0.833,5,4
3653,6,slc3024_chr12,0,0,1,1,0,0.667,4,1,6,0.667,4,4
3654,6,slc3011_chr2,1,0,0,1,0,1,6,1,6,1,6,4
3655,6,slc3001_chr5,0.93,0.07,0,0.58,0.42,1,6,0.833,5,0.833,5,4
3656,6,slc2985_chr16,1,0,0,0.83,0.17,1,6,1,6,1,6,2
3657,6,slc297_chr21,0.43,0.57,0,1,0,0.667,4,0.5,3,0.5,3,2
3658,6,slc2974_chr19,0,1,0,0.93,0.07,1,6,0,0,0,0,0
3659,6,slc2972_chr6,NULL,NULL,NULL,0,1,0,0,0.167,1,0,0,1
3660,6,slc296_chr21,0.44,0.56,0,1,0,1,6,1,6,1,6,1
3661,6,slc2947_chr16,1,0,0,1,0,1,6,0.833,5,0.833,5,3
3662,6,slc2942_chr7,1,0,0,0.83,0.17,0.667,4,0.667,4,0.5,3,2
3663,6,slc2939_chr7,1,0,0,0.86,0.14,0.833,5,1,6,0.833,5,1
3664,6,slc2924_chr2,1,0,0,1,0,1,6,0.667,4,0.667,4,3
3665,6,slc2913_chr17,0,1,0,0.83,0.17,1,6,1,6,1,6,2
3666,6,slc2897_chr11,NULL,NULL,NULL,0,1,0.833,5,0.833,5,0.833,5,1
3667,6,slc2895_chr14,1,0,0,1,0,1,6,0.667,4,0.667,4,3
3668,6,slc2882_chr5,1,0,0,1,0,0.667,4,0.833,5,0.667,4,3
3669,6,slc2880_chr7,0,0,1,0.91,0.09,1,6,0,0,0,0,0
3670,6,slc2874_chr7,0,1,0,0.99,0.01,1,6,0,0,0,0,0
3671,6,slc2870_chr7,0,1,0,1,0,1,6,0,0,0,0,0
3672,6,slc28_chrY,NULL,NULL,NULL,1,0,0.833,5,0,0,0,0,0
3673,6,slc2853_chr3,1,0,0,1,0,0.833,5,0.667,4,0.5,3,4
3674,6,slc2836_chr1,1,0,0,1,0,1,6,1,6,1,6,2
3675,6,slc2824_chr3,NULL,NULL,NULL,0,1,0,0,1,6,0,0,1
3676,6,slc281_chr20,1,0,0,1,0,1,6,1,6,1,6,3
3677,6,slc2815_chr3,0,0,1,0.88,0.12,0.833,5,0.833,5,0.667,4,2
3678,6,slc2808_chr17,NULL,NULL,NULL,1,0,0.667,4,0.833,5,0.667,4,1
3679,6,slc2805_chr14,1,0,0,1,0,0.5,3,1,6,0.5,3,1
3680,6,slc2780_chr10,0.12,0.88,0,1,0,1,6,0.5,3,0.5,3,1
3681,6,slc2776_chr2,1,0,0,0.67,0.33,1,6,0.833,5,0.833,5,1
3682,6,slc2769_chr9,0,1,0,1,0,1,6,1,6,1,6,1
3683,6,slc2755_chr5,1,0,0,1,0,1,6,1,6,1,6,3
3684,6,slc2755_chr1,1,0,0,1,0,0.833,5,0.833,5,0.667,4,3
3685,6,slc2750_chr12,1,0,0,1,0,1,6,1,6,1,6,2
3686,6,slc2735_chr20,0,1,0,1,0,0.833,5,0.667,4,0.5,3,3
3687,6,slc2694_chr17,0,1,0,0.9,0.1,0.833,5,1,6,0.833,5,2
3688,6,slc2686_chr20,1,0,0,1,0,1,6,0.667,4,0.667,4,2
3689,6,slc2681_chr20,1,0,0,1,0,0.833,5,0.833,5,0.667,4,3
3690,6,slc2680_chr2,0,1,0,1,0,0.333,2,1,6,0.333,2,1
3691,6,slc2678_chr8,NULL,NULL,NULL,0,1,1,6,0.333,2,0.333,2,1
3692,6,slc2673_chr20,0,1,0,1,0,1,6,0.833,5,0.833,5,2
3693,6,slc2669_chr10,1,0,0,1,0,0.667,4,0.833,5,0.667,4,2
3694,6,slc2654_chr14,1,0,0,1,0,0.667,4,0.833,5,0.5,3,4
3695,6,slc2647_chr14,1,0,0,1,0,0.833,5,1,6,0.833,5,3
3696,6,slc2637_chr5,0,1,0,0.86,0.14,1,6,1,6,1,6,2
3697,6,slc2634_chr4,0,1,0,1,0,0.833,5,0.833,5,0.667,4,2
3698,6,slc2611_chr1,1,0,0,0.61,0.39,1,6,0.833,5,0.833,5,3
3699,6,slc2604_chr7,1,0,0,1,0,1,6,1,6,1,6,4
3700,6,slc2_chr1,NULL,NULL,NULL,0.97,0.03,0.833,5,0,0,0,0,0
3701,6,slc2600_chr2,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
3702,6,slc2599_chr9,1,0,0,1,0,0.667,4,0.667,4,0.5,3,2
3703,6,slc2596_chr3,NULL,NULL,NULL,0,1,0.167,1,0,0,0,0,0
3704,6,slc2582_chr2,1,0,0,1,0,0.833,5,1,6,0.833,5,4
3705,6,slc2577_chr12,1,0,0,1,0,0.833,5,1,6,0.833,5,2
3706,6,slc2576_chr19,0,1,0,0.9,0.1,0.667,4,0.833,5,0.5,3,3
3707,6,slc2570_chr16,1,0,0,0.8,0.2,0.667,4,0.333,2,0.333,2,2
3708,6,slc2569_chr5,1,0,0,0.75,0.25,1,6,1,6,1,6,1
3709,6,slc256_chr2,1,0,0,1,0,0.833,5,0.5,3,0.5,3,2
3710,6,slc2563_chr5,1,0,0,0.67,0.33,0.833,5,1,6,0.833,5,1
3711,6,slc2558_chr5,1,0,0,0.67,0.33,1,6,1,6,1,6,3
3712,6,slc2557_chr5,1,0,0,0.67,0.33,0.833,5,1,6,0.833,5,4
3713,6,slc2557_chr14,1,0,0,1,0,1,6,1,6,1,6,1
3714,6,slc2556_chrX,NULL,NULL,NULL,1,0,1,6,1,6,1,6,2
3715,6,slc2550_chr20,NULL,NULL,NULL,0,1,1,6,0.833,5,0.833,5,2
3716,6,slc2522_chr19,1,0,0,1,0,0.833,5,0.833,5,0.667,4,1
3717,6,slc2509_chr14,0,1,0,1,0,0.833,5,1,6,0.833,5,1
3718,6,slc250_chr14,1,0,0,1,0,0.833,5,0.833,5,0.667,4,2
3719,6,slc2474_chr2,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
3720,6,slc2472_chr19,0,1,0,1,0,0.833,5,0.167,1,0,0,1
3721,6,slc2465_chr2,1,0,0,1,0,1,6,1,6,1,6,1
3722,6,slc2457_chr1,0,1,0,0.94,0.06,1,6,0.5,3,0.5,3,2
3723,6,slc2452_chr4,0,1,0,1,0,1,6,1,6,1,6,2
3724,6,slc2450_chr5,1,0,0,1,0,1,6,0.833,5,0.833,5,3
3725,6,slc2432_chr11,1,0,0,1,0,0.5,3,1,6,0.5,3,4
3726,6,slc242_chr5,NULL,NULL,NULL,1,0,1,6,0,0,0,0,0
3727,6,slc2413_chr12,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0
3728,6,slc2411_chr2,0,0,1,1,0,0.833,5,0.667,4,0.5,3,1
3729,6,slc2407_chr11,0,1,0,1,0,1,6,1,6,1,6,4
3730,6,slc2406_chr5,0.09,0.91,0,1,0,0.5,3,0.167,1,0.167,1,1
3731,6,slc238_chr4,1,0,0,1,0,0.833,5,1,6,0.833,5,2
3732,6,slc2378_chr6,NULL,NULL,NULL,0,1,0,0,1,6,0,0,1
3733,6,slc2371_chr1,1,0,0,1,0,0.833,5,1,6,0.833,5,4
3734,6,slc2361_chr7,1,0,0,1,0,0.833,5,0.333,2,0.333,2,2
3735,6,slc2341_chr6,0,0.88,0.12,0.9,0.1,1,6,0.833,5,0.833,5,4
3736,6,slc2340_chr7,NULL,NULL,NULL,0,1,0,0,0.167,1,0,0,1
3737,6,slc2315_chr1,0,1,0,1,0,1,6,1,6,1,6,1
3738,6,slc2314_chr6,1,0,0,0.9,0.1,0.333,2,0.833,5,0.333,2,3
3739,6,slc2311_chr6,1,0,0,0.92,0.08,0.667,4,0.667,4,0.5,3,3
3740,6,slc2295_chr3,1,0,0,1,0,1,6,0.833,5,0.833,5,1
3741,6,slc2276_chr16,1,0,0,1,0,0.5,3,0.5,3,0.5,3,1
3742,6,slc2267_chr2,0,1,0,1,0,0.833,5,0.833,5,0.667,4,2
3743,6,slc225_chr22,0,1,0,1,0,1,6,0.333,2,0.333,2,2
3744,6,slc2247_chr15,1,0,0,1,0,0.833,5,0.667,4,0.667,4,3
3745,6,slc2246_chr2,1,0,0,1,0,0.5,3,0.667,4,0.5,3,2
3746,6,slc224_chr18,NULL,NULL,NULL,0.06,0.94,1,6,1,6,1,6,3
3747,6,slc2245_chr10,1,0,0,1,0,1,6,1,6,1,6,1
3748,6,slc2241_chr6,1,0,0,1,0,1,6,1,6,1,6,2
3749,6,slc2226_chr9,0,1,0,1,0,1,6,0.167,1,0.167,1,1
3750,6,slc2219_chr8,1,0,0,1,0,1,6,1,6,1,6,1
3751,6,slc220_chr12,0,1,0,1,0,1,6,0.667,4,0.667,4,3
3752,6,slc2203_chr10,1,0,0,1,0,0.833,5,0.833,5,0.667,4,2
3753,6,slc2198_chr17,0,0.83,0.17,1,0,0.333,2,0.833,5,0.333,2,5
3754,6,slc2198_chr12,1,0,0,1,0,1,6,1,6,1,6,2
3755,6,slc2191_chr11,1,0,0,1,0,1,6,0.833,5,0.833,5,1
3756,6,slc2188_chr2,1,0,0,1,0,0.833,5,0.833,5,0.667,4,3
3757,6,slc2182_chr15,1,0,0,1,0,1,6,1,6,1,6,1
3758,6,slc2168_chr16,1,0,0,1,0,0.833,5,0.667,4,0.5,3,4
3759,6,slc2149_chr10,0,1,0,1,0,1,6,0.833,5,0.833,5,2
3760,6,slc2135_chr17,1,0,0,0.75,0.25,1,6,1,6,1,6,2
3761,6,slc2135_chr14,0,0,1,0.01,0.99,1,6,0.5,3,0.5,3,3
3762,6,slc2134_chr7,1,0,0,1,0,1,6,1,6,1,6,2
3763,6,slc2114_chr4,1,0,0,1,0,1,6,1,6,1,6,2
3764,6,slc2109_chr17,1,0,0,0.67,0.33,0.833,5,0,0,0,0,0
3765,6,slc208_chr21,1,0,0,0.29,0.71,1,6,1,6,1,6,1
3766,6,slc208_chr17,0,1,0,1,0,1,6,0.667,4,0.667,4,2
3767,6,slc2084_chr8,0,1,0,1,0,1,6,0.833,5,0.833,5,2
3768,6,slc2076_chr5,1,0,0,1,0,0.667,4,0.833,5,0.667,4,4
3769,6,slc206_chr15,0,1,0,0.89,0.11,1,6,0.833,5,0.833,5,2
3770,6,slc2052_chr15,1,0,0,1,0,1,6,0.5,3,0.5,3,2
3771,6,slc2049_chr15,1,0,0,1,0,0.833,5,1,6,0.833,5,2
3772,6,slc2046_chr14,1,0,0,1,0,0.667,4,0.333,2,0,0,2
3773,6,slc2024_chr12,0,1,0,0.29,0.71,0.667,4,1,6,0.667,4,4
3774,6,slc2002_chr7,1,0,0,0.88,0.12,1,6,0.833,5,0.833,5,1
3775,6,slc1986_chr8,0,1,0,1,0,1,6,0.333,2,0.333,2,2
3776,6,slc198_chr20,NULL,NULL,NULL,0,1,0.667,4,1,6,0.667,4,2
3777,6,slc1984_chr3,NULL,NULL,NULL,1,0,1,6,1,6,1,6,1
3778,6,slc1978_chr14,1,0,0,0.91,0.09,1,6,0.667,4,0.667,4,2
3779,6,slc1968_chr13,0,0,1,0.6,0.4,0.833,5,0,0,0,0,0
3780,6,slc1954_chr12,1,0,0,1,0,1,6,1,6,1,6,1
3781,6,slc1953_chr3,1,0,0,NULL,NULL,1,6,0,0,0,0,0
3782,6,slc1940_chr6,0,1,0,1,0,1,6,0.833,5,0.833,5,3
3783,6,slc1937_chr14,1,0,0,1,0,0.667,4,0.833,5,0.5,3,3
3784,6,slc1935_chr17,1,0,0,1,0,1,6,1,6,1,6,3
3785,6,slc192_chr11,1,0,0,1,0,1,6,1,6,1,6,1
3786,6,slc1925_chr10,1,0,0,1,0,1,6,1,6,1,6,1
3787,6,slc1909_chr3,0,0.86,0.14,1,0,1,6,0.833,5,0.833,5,4
3788,6,slc1905_chr10,1,0,0,1,0,0.833,5,0.833,5,0.833,5,3
3789,6,slc1883_chr14,1,0,0,1,0,0.833,5,1,6,0.833,5,3
3790,6,slc1876_chr17,1,0,0,1,0,0.667,4,0.667,4,0.667,4,2
3791,6,slc1872_chr1,1,0,0,1,0,1,6,1,6,1,6,2
3792,6,slc1870_chr15,1,0,0,1,0,1,6,1,6,1,6,3
3793,6,slc1843_chr7,0,1,0,0.62,0.38,1,6,0.833,5,0.833,5,4
3794,6,slc1816_chr16,1,0,0,1,0,0.833,5,1,6,0.833,5,1
3795,6,slc1782_chr12,1,0,0,1,0,1,6,1,6,1,6,1
3796,6,slc1774_chr19,NULL,NULL,NULL,0,1,0,0,0.333,2,0,0,2
3797,6,slc1770_chr7,0.2,0.8,0,1,0,0.833,5,0.667,4,0.667,4,2
3798,6,slc1764_chr6,0,0,1,0.89,0.11,1,6,0.333,2,0.333,2,2
3799,6,slc1764_chr10,0,1,0,1,0,1,6,0.333,2,0.333,2,2
3800,6,slc1763_chr17,0,1,0,1,0,1,6,0.667,4,0.667,4,3
3801,6,slc1750_chr17,1,0,0,1,0,0.167,1,0.5,3,0.167,1,2
3802,6,slc1748_chr16,0,1,0,1,0,0.833,5,0.833,5,0.833,5,1
3803,6,slc1743_chr11,0,1,0,1,0,1,6,1,6,1,6,1
3804,6,slc1742_chrX,1,0,0,NULL,NULL,1,6,0,0,0,0,0
3805,6,slc1739_chr12,0.5,0,0.5,1,0,0.833,5,0.333,2,0.167,1,1
3806,6,slc1738_chr7,NULL,NULL,NULL,0.18,0.82,0.833,5,0.833,5,0.667,4,3
3807,6,slc1728_chr7,NULL,NULL,NULL,0.07,0.93,0.667,4,1,6,0.667,4,1
3808,6,slc1727_chr15,1,0,0,1,0,0.833,5,0.833,5,0.667,4,1
3809,6,slc1720_chr16,NULL,NULL,NULL,0,1,0.833,5,0.833,5,0.833,5,1
3810,6,slc1717_chr8,1,0,0,1,0,0.667,4,0.833,5,0.667,4,5
3811,6,slc1708_chr6,NULL,NULL,NULL,0,1,1,6,1,6,1,6,1
3812,6,slc1701_chr6,1,0,0,1,0,1,6,1,6,1,6,1
3813,6,slc1697_chr1,0,0.86,0.14,1,0,1,6,1,6,1,6,3
3814,6,slc1696_chr19,0,1,0,0.96,0.04,0.833,5,1,6,0.833,5,5
3815,6,slc169_chr7,0,1,0,1,0,0.667,4,1,6,0.667,4,1
3816,6,slc1692_chr2,0,0,1,0.8,0.2,1,6,0.333,2,0.333,2,1
3817,6,slc1690_chr14,NULL,NULL,NULL,0,1,0.667,4,0.833,5,0.667,4,3
3818,6,slc1678_chr20,1,0,0,0.82,0.18,1,6,0.833,5,0.833,5,1
3819,6,slc1678_chr10,0.86,0,0.14,1,0,0.667,4,0.667,4,0.333,2,3
3820,6,slc166_chrM,NULL,NULL,NULL,1,0,0.333,2,0.333,2,0.167,1,2
3821,6,slc1664_chr3,1,0,0,1,0,0.833,5,1,6,0.833,5,1
